time,price
Jan-17,53.59
Feb-17,54.35
Mar-17,50.90
Apr-17,52.16
May-17,49.89
Jun-17,46.17
Jul-17,47.66
Aug-17,49.94
Sep-17,52.95
Oct-17,54.92
Nov-17,59.93
Dec-17,61.19
Jan-18,66.23
Feb-18,63.46
Mar-18,64.17
Apr-18,68.79
May-18,73.43
Jun-18,71.98
Jul-18,72.67
Aug-18,71.08
Sep-18,75.36
Oct-18,76.73
Nov-18,62.32
Dec-18,53.96
Jan-19,56.58
Feb-19,61.13
Mar-19,63.79
Apr-19,68.58
May-19,66.83
Jun-19,59.76
Jul-19,61.48
Aug-19,57.67
Sep-19,60.04
